task_id,image_id,phrase
2402516__389055,2402516,walking people
2402516__389058,2402516,net
2402516__389050,2402516,bag on bench
2402516__389051_389051,2402516,green bench
2402516__389056,2402516,black shirt
2402542__388718,2402542,light
2402542__388703,2402542,driving cars
2402542__388723,2402542,parked car
2402542__388709,2402542,walking person
2402542__388714,2402542,tall pole
2402542__388704,2402542,orange banner
2402550__1134525,2402550,hillside
2402550__1134531_1134530,2402550,tree holding up a rock
2402550__1134551_1134533,2402550,brown woodn trunk under rock
2402551__388612,2402551,slope
2402551__388604,2402551,cloud in sky in air
2402551__388629,2402551,people on slope
2402551__388605,2402551,white cloud
2402551__388622,2402551,pole in snow
2402557__1134488_1134488,2402557,here day
2402557__1134491,2402557,beach has people
2402557__1134482_1134482,2402557,here skateboard
2402579__1134177,2402579,yellow shirt
2402579__1134184,2402579,soda in bottle
2402579__388419,2402579,drinking boy
2402581__388369,2402581,pumpkin in pile
2402581__388405,2402581,pocket
2402581__388392,2402581,head
2402581__388403,2402581,brown hair
2402581__388409_388415,2402581,pumpkin on pile
2402606__1133889,2402606,silver fork
2402606__1133890,2402606,white plate
2402606__1133891,2402606,thick knife
2402606__1133894,2402606,white cloth
2402606__1133898,2402606,melted cheese
2402616__388138,2402616,handle of knife
2402616__388136,2402616,bottom of glass
2402616__388125,2402616,round plate
2402616__388127,2402616,glass has liquid
2402616__388119,2402616,tomato on vine
2402623__1133681,2402623,close hydrant
2402623__3816463,2402623,shadowy tree
2402623__1133684,2402623,black sky
2402623__1133680,2402623,grass
2402623__1133679,2402623,close tree
2402626__388041,2402626,picture
2402626__388039,2402626,bed
2402626__388031,2402626,lit monitor
2402626__388040,2402626,pillow
2402628__388007,2402628,white license plate
2402628__388003,2402628,yellow car
2402628__388011,2402628,green trees
2402628__388018,2402628,windshield of car
2402628__388022,2402628,hood of car
2402628__388010,2402628,blue surf board
2402631__387984,2402631,green leaves
2402631__387985,2402631,4:12 time
2402631__387983,2402631,park
2402631__387989,2402631,large bush
2402647__1133234,2402647,buildings beside water
2402647__1133220,2402647,building
2402647__1133218,2402647,brown beach
2402647__1133214,2402647,calm water
2402647__1133209,2402647,cloudy sky
2402647__1133230,2402647,ground
2402648__1133188,2402648,white mane
2402648__3816456,2402648,lush tree
2402648__3816453,2402648,zebra has muzzle
2402648__1133195,2402648,top of head
2402648__1133186,2402648,zebra black eyes
2402648__1133185,2402648,white ears
2402650__387900,2402650,person
2402650__387903,2402650,finger of person
2402653__387833,2402653,food on top of plate
2402653__387865,2402653,silver fork
2402653__387844,2402653,french fry on top of french fry
2402653__387829,2402653,white glass plate
2402653__387834,2402653,sandwich on top of plate
2402680__1132862,2402680,green tree
2402680__1132868,2402680,wall
2402680__1132866,2402680,keyboard
2402680__1132846,2402680,table
2402680__1132864,2402680,tall shelf
2402695__1132616,2402695,green ski
2402695__3816356,2402695,yellow ski
2402695__1132615,2402695,deep snow
2402695__1132614,2402695,close person
2402703__387345,2402703,dark woods
2402703__3816347,2402703,lush grass
2402703__387334,2402703,green grass
2402703__387339,2402703,sheep in grass
2402709__387284,2402709,person
2402711__1132501_1132501,2402711,white snow
2402711__1132500,2402711,purple pants
2402711__1132505,2402711,far trees
2402711__1132504,2402711,windowed house
2402711__1132510,2402711,arms
2402719__1132443,2402719,standing cow
2402719__1132444,2402719,gray water
2402719__1132445,2402719,wet rocks
2402719__1132446,2402719,wood near cow
2402738__386950,2402738,building
2402738__386933,2402738,track ahead of engine
2402738__386954,2402738,bush alongside track
2402743__386898,2402743,wall
2402743__386899,2402743,cars in wall
2402743__386877,2402743,wooden clock
2402743__386895,2402743,cut square
2402743__386890,2402743,paper
2402743__386888,2402743,numbers on frame
2402760__657846,2402760,paper on table
2402760__657833,2402760,white microwave
2402760__657845_657845,2402760,white bag
2402760__657837,2402760,black laptop
2402769__1131829,2402769,white writing
2402769__1131827,2402769,brown sign
2402769__1131825,2402769,fullest tray
2402784__1131728,2402784,grass court
2402784__1131723,2402784,watching person
2402784__1131734,2402784,head
2402784__1131727,2402784,purple wall
2402784__1131716,2402784,woman playing tennis
2402784__1131737,2402784,foliage behind wall
2402786__1131689,2402786,sky above island
2402786__1131699,2402786,ocean has wave
2402786__1131702,2402786,wave
2402786__1131711,2402786,mountain on island
2402786__1131686,2402786,island in ocean
2402786__1131679,2402786,sandy beach
2402790__1131652,2402790,crack in pavement
2402790__1131664,2402790,lace curtains
2402790__1131665,2402790,wires outside of building
2402790__1131646,2402790,yellow fire hydrant
2402795__1131621,2402795,yellow line
2402795__1131627,2402795,front of engine
2402795__1131616,2402795,blue hydrant
2402795__1131626,2402795,red engine on road
2402795__1131632,2402795,background trees
2402796__386258,2402796,wet broccoli
2402796__3816267,2402796,food
2402796__386257,2402796,sauce
2402796__3816275,2402796,square plate
2402807__1131505_1131505,2402807,blue
2402807__1131492,2402807,arm of girl
2402807__1131478,2402807,beautiful girl
2402818__1131334,2402818,bright blue sky
2402818__1131335,2402818,white sign
2402818__1131346,2402818,white lines
2402818__1131336,2402818,metal pole
2402831__385959,2402831,large box
2402831__385965,2402831,plastic table top
2402831__385964,2402831,floor
2402831__385968,2402831,laying child
2402831__385954,2402831,dark head
2402832__1131204,2402832,empty box
2402832__1131198,2402832,white vase
2402832__1131222,2402832,empty vases
2402832__1131207,2402832,working people
2402832__1131208,2402832,wooden table
2402850__1130900,2402850,bike has part
2402850__1130905_1130906,2402850,white tile on floor
2402851__385735,2402851,blue surface
2402851__385746,2402851,playing boy
2402851__385741,2402851,stripe on shorts
2402857__385703,2402857,laptop computer
2402888__1130362,2402888,waving tail
2402888__1130340,2402888,man riding horse
2402888__1130348,2402888,overcast sky
2402888__1130347,2402888,brown horse
2402888__1130343,2402888,dry sand
2402892__385295,2402892,gray fence
2402892__385306,2402892,young pony
2402892__385313,2402892,trees are behind fence
2402892__385305,2402892,green grass
2402892__385314,2402892,seed
2402892__385312,2402892,background
2402908__4256097,2402908,train
2402908__4256087,2402908,window
2402908__4643505,2402908,yellow lines
2402908__4643506_4256104,2402908,road
2402935__1129789,2402935,white airplane
2402935__1129795,2402935,here plane
2402935__1129794,2402935,edge
2402935__1129788,2402935,clear sky
2402935__1129790,2402935,big building
2402935__1129797,2402935,sandy beach
2402947__384836,2402947,wrought iron metal bronze iron gate
2402947__384808,2402947,woman covering face
2402947__384817,2402947,blue sign
2402947__384816,2402947,cardboard box
2402958__384653,2402958,padded headboard
2402958__384672,2402958,lines in cover
2402958__384664_384665,2402958,heeled black blue shoe
2402958__384671,2402958,lines on headboard
2402958__384659,2402958,pillow by headboard
2402969__1129368,2402969,people are enjoying outdoors
2402969__1129371,2402969,snow
2402969__384607,2402969,brown box
2402969__1129369,2402969,outdoors
2402995__4255092,2402995,round tire
2402995__4255098,2402995,vast sky
2402995__4255097,2402995,light brown road
2402995__4255084,2402995,blue motorcycle
2402995__4255100,2402995,tall trees
2402995__4255079,2402995,ground
2403017__1128753,2403017,sand walkway
2403017__1128727,2403017,building behind arch
2403017__3816093,2403017,arch
2403017__1128760,2403017,bottom of building
2403038__384092,2403038,green leaves
2403038__384095,2403038,brown branches
2403038__384090,2403038,long beak
2403038__384091,2403038,green trees
2403077__356828,2403077,giraffe laying down
2403077__356839,2403077,head
2403077__356840,2403077,tail
2403077__356833,2403077,skinny shadow
2403077__356831,2403077,fence to contain giraffe
2403077__356832,2403077,sandy dirt
2403091__356734,2403091,white wave
2403091__356775,2403091,small ledge
2403091__356745,2403091,black horse
2403091__356764_356762,2403091,rock next to river
2403116__383486,2403116,womans arm
2403116__383455,2403116,green strings
2403116__383485,2403116,yellow netting
2403116__383481,2403116,background
2403116__383488_383488,2403116,red design
2403152__1127566,2403152,people are enjoying outdoors
2403152__1127567,2403152,outdoors
2403158__356231,2403158,door on car
2403158__356221,2403158,green roof
2403158__356220,2403158,white bus
2403158__356217,2403158,brown dirt
2403158__356216_356216,2403158,green bush
2403189__1127281,2403189,street with wire
2403189__1127276,2403189,running hydrant
2403189__1127279,2403189,metal pole
2403189__1127278_1127278,2403189,newspaper dispenser
2403203__1127120,2403203,ground
2403203__1127114,2403203,black background
2403203__1127125,2403203,grass next to road
2403203__1127112,2403203,dark road
2403206__355669,2403206,leafless bare tree
2403206__355664,2403206,yellow lines
2403206__355652,2403206,man taking a photo
2403206__355660,2403206,skyscraper in background
2403206__355667,2403206,blue sky
2403245__355282,2403245,tail
2403245__355268_355290_355288_355266,2403245,plank
2403245__355275,2403245,brown shutter
2403253__1126606,2403253,people are enjoying outdoors
2403273__1126367,2403273,counter in kitchen
2403273__1126362,2403273,metal door
2403273__1126333,2403273,blurry person
2403275__382546,2403275,white topped wave
2403275__382553,2403275,orange surfboard
2403275__382552,2403275,surfer doing a sport
2403275__382547,2403275,clear sea
2403275__382549,2403275,mostly black shirt
2403276__4250713,2403276,building
2403276__4250690,2403276,bike on sign
2403276__4250721,2403276,ledge on building
2403276__4250676,2403276,colorful sticker
2403276__4250678,2403276,white sign
2403276__4250698,2403276,black sticker on sign
2403314__382363,2403314,spatula
2403324__1125803_1125803,2403324,brown horse
2403324__1125820,2403324,bridle on horse
2403324__1125814,2403324,black uniform
2403324__1125807,2403324,arms
2403324__1125806,2403324,black bag
2403327__382230,2403327,white marking
2403327__382232,2403327,white table
2403327__382242,2403327,tree behind hedge
2403327__382248,2403327,white chest
2403327__382245,2403327,pointy ear
2403348__1125571,2403348,standing man
2403348__1125585,2403348,up hair
2403348__382128_382126,2403348,head of a person
2403348__1125566,2403348,hand of a person
2403348__1125577,2403348,black shirt
2403349__1125544,2403349,skateboarding ramp
2403349__1125546,2403349,human head
2403349__1125532,2403349,young boy
2403349__1125538,2403349,larger skateboard
2403349__1125536,2403349,green shirt
2403349__3815902,2403349,person
2403363__354021,2403363,vehicles on road
2403363__353988,2403363,buses on road
2403363__354003,2403363,street
2403363__354022,2403363,trees along trail
2403363__354013,2403363,small
2403363__353989,2403363,road
2403394__1125172,2403394,brilliant blue sky
2403394__381921,2403394,grey airplane
2403394__1125174,2403394,thin clouds
2403394__1125192,2403394,descending landing gear
2403399__381913,2403399,head
2403399__381905,2403399,green ribbon
2403399__381891,2403399,old man
2403399__381910,2403399,present fence
2403399__381907,2403399,ear
2403399__381908,2403399,purple rope
2403404__381818,2403404,winding road
2403404__381811,2403404,brown ram
2403404__381813,2403404,white ram
2403404__381820,2403404,head has horn
2403404__381827,2403404,deep green grass
2403404__381815,2403404,curly curled horn
2403410__381742,2403410,white hat
2403410__381739,2403410,white bench
2403410__381745,2403410,fishing baby
2403419__1125012,2403419,distant birds
2403419__1125011,2403419,gray numbers
2403419__1125021,2403419,metal cross
2403419__1125000,2403419,brick clock
2403419__1125006,2403419,large window
2403424__1124918,2403424,brown
2403424__1124906,2403424,uneaten banana
2403426__381683,2403426,glass
2403426__381668,2403426,wall
2403426__381679,2403426,glass tray
2403426__381669,2403426,delicious cake
2403435__4247479,2403435,neck
2403435__4247464,2403435,feathers
2403435__4247452,2403435,ducks
2403435__4247451,2403435,goose
2403435__4247459,2403435,blue sky
2403443__353136,2403443,cut sandwich
2403443__353153,2403443,cutting board
2403443__353144,2403443,cut potatoes
2403443__353130,2403443,potato next to potato
2403443__353150,2403443,toasted bread
2403443__353147,2403443,red table
2403451__1124632,2403451,young bull
2403451__381515,2403451,small animal
2403451__1124633,2403451,leg
2403451__1124646,2403451,white face
2403453__352968,2403453,gravel next to tracks
2403453__352965,2403453,part yellow front
2403453__352974,2403453,distant tree
2403453__352964,2403453,deep rust color tracks
2403453__352966,2403453,freight train
2403453__352970,2403453,cloudy sky
2403479__381381,2403479,tan cat
2403479__1124377,2403479,brown body
2403479__1124376,2403479,brown paws
2403479__1124363,2403479,black ship
2403479__1124372,2403479,here shadow
2403481__352655,2403481,brown mountain
2403481__352657,2403481,person in field
2403484__657194_657195,2403484,wave in water
2403484__657192,2403484,gray water
2403484__657199,2403484,shrubbery above rocks
2403484__657196,2403484,rocks by water
2403488__1124296,2403488,here ball
2403488__1124298_1124298_1124298,2403488,white line
2403488__3815828,2403488,blue skirt
2403489__1124289_1124289,2403489,green forest
2403489__1124281_1124281,2403489,green tree
2403489__381345,2403489,black window
2403489__3815824,2403489,distance
2403490__352582,2403490,arm rest of couch
2403490__352576,2403490,blond hair
